,	GeoArea_FIPS	GeoArea_Name	Date	Published_Value
1664	37197	Yadkin, NC	12-01-18	917872.43
1665	37197	Yadkin, NC	12-01-19	922410.93
1666	37199	Yancey, NC	01-01-19	667962.06
1667	37199	Yancey, NC	01-01-20	624256.76
1668	37199	Yancey, NC	02-01-19	528657.52
1669	37199	Yancey, NC	02-01-20	511263.34
1670	37199	Yancey, NC	03-01-19	521974.3
1671	37199	Yancey, NC	04-01-19	557061.37
1672	37199	Yancey, NC	05-01-19	573828.73
1673	37199	Yancey, NC	06-01-19	564435.82
1674	37199	Yancey, NC	07-01-19	646939.69
1675	37199	Yancey, NC	08-01-19	570825.05
1676	37199	Yancey, NC	09-01-19	581299.47
1677	37199	Yancey, NC	10-01-18	551973.33
1678	37199	Yancey, NC	10-01-19	692827.68
1679	37199	Yancey, NC	11-01-18	550511.74
1680	37199	Yancey, NC	11-01-19	596321.4
1681	37199	Yancey, NC	12-01-18	571827.93
1682	37199	Yancey, NC	12-01-19	544454.87
0	37001	Alamance, NC	10-01-20	11833787.89
1	37003	Alexander, NC	10-01-20	1078824.77
2	37005	Alleghany, NC	10-01-20	472650.9
3	37007	Anson, NC	10-01-20	710802.78
4	37009	Ashe, NC	10-01-20	1499025.71
5	37011	Avery, NC	10-01-20	1831980.3
6	37013	Beaufort, NC	10-01-20	2393587.11
7	37015	Bertie, NC	10-01-20	416869.41
8	37017	Bladen, NC	10-01-20	1033961.46
9	37019	Brunswick, NC	10-01-20	9718206.45
10	37021	Buncombe, NC	10-01-20	24141279.54
11	37023	Burke, NC	10-01-20	3704656.11
12	37025	Cabarrus, NC	10-01-20	16701514.06
13	37027	Caldwell, NC	10-01-20	2959246.37
14	37029	Camden, NC	10-01-20	303587.96
15	37031	Carteret, NC	10-01-20	6370701.3
16	37033	Caswell, NC	10-01-20	377404.1
17	37035	Catawba, NC	10-01-20	11245175.76
18	37037	Chatham, NC	10-01-20	3333976.97
19	37039	Cherokee, NC	10-01-20	1702181.28
20	37041	Chowan, NC	10-01-20	652442.69
21	37043	Clay, NC	10-01-20	543626.75
22	37045	Cleveland, NC	10-01-20	4491169.87
23	37047	Columbus, NC	10-01-20	1979067.62
24	37049	Craven, NC	10-01-20	5481072.57
25	37051	Cumberland, NC	10-01-20	19727716.99
26	37053	Currituck, NC	10-01-20	3209074.34
27	37055	Dare, NC	10-01-20	9103595.98
28	37057	Davidson, NC	10-01-20	7090996.04
29	37059	Davie, NC	10-01-20	1749024.11
30	37061	Duplin, NC	10-01-20	1970408.58
31	37063	Durham, NC	10-01-20	32624997.57
32	37065	Edgecombe, NC	10-01-20	2486595.21
33	37067	Forsyth, NC	10-01-20	27416391.51
34	37069	Franklin, NC	10-01-20	2542889.68
35	37071	Gaston, NC	10-01-20	12028204.49
36	37073	Gates, NC	10-01-20	231072.67
37	37075	Graham, NC	10-01-20	381157.26
38	37077	Granville, NC	10-01-20	1845150.79
39	37079	Greene, NC	10-01-20	391008.5
40	37081	Guilford, NC	10-01-20	34836005.47
41	37083	Halifax, NC	10-01-20	2415215.42
42	37085	Harnett, NC	10-01-20	4940464.87
43	37087	Haywood, NC	10-01-20	4045670.16
44	37089	Henderson, NC	10-01-20	6374501.11
45	37091	Hertford, NC	10-01-20	1086132.89
46	37093	Hoke, NC	10-01-20	1260942.52
47	37095	Hyde, NC	10-01-20	365556.64
48	37097	Iredell, NC	10-01-20	12375734.45
49	37099	Jackson, NC	10-01-20	3322462.33
50	37101	Johnston, NC	10-01-20	9377621.31
51	37103	Jones, NC	10-01-20	246723.43
52	37105	Lee, NC	10-01-20	4129638.03
53	37107	Lenoir, NC	10-01-20	2791156.07
54	37109	Lincoln, NC	10-01-20	4780533.46
58	37111	McDowell, NC	10-01-20	1922126.78
55	37113	Macon, NC	10-01-20	2983384.33
56	37115	Madison, NC	10-01-20	662748.43
57	37117	Martin, NC	10-01-20	1037573.27
59	37119	Mecklenburg, NC	10-01-20	100083634.33
60	37121	Mitchell, NC	10-01-20	638920.19
61	37123	Montgomery, NC	10-01-20	1008517.55
62	37125	Moore, NC	10-01-20	7021293.66
63	37127	Nash, NC	10-01-20	4992981.84
64	37131	Northampton, NC	10-01-20	593097.83
65	37133	Onslow, NC	10-01-20	11117714.54
66	37135	Orange, NC	10-01-20	8330222.14
67	37137	Pamlico, NC	10-01-20	496672.26
68	37139	Pasquotank, NC	10-01-20	2597877.63
69	37141	Pender, NC	10-01-20	2983755.87
70	37143	Perquimans, NC	10-01-20	381734.9
71	37145	Person, NC	10-01-20	1580514.18
72	37147	Pitt, NC	10-01-20	11297908.94
73	37149	Polk, NC	10-01-20	875125.11
74	37151	Randolph, NC	10-01-20	5737658.76
75	37153	Richmond, NC	10-01-20	1874579.47
76	37155	Robeson, NC	10-01-20	5620042.18
77	37157	Rockingham, NC	10-01-20	3585087.54
78	37159	Rowan, NC	10-01-20	6662906.4
79	37161	Rutherford, NC	10-01-20	3337306.54
80	37163	Sampson, NC	10-01-20	2236014.35
81	37165	Scotland, NC	10-01-20	1494262.92
82	37167	Stanly, NC	10-01-20	3396580.94
83	37169	Stokes, NC	10-01-20	1272835.34
84	37171	Surry, NC	10-01-20	4324080.45
85	37173	Swain, NC	10-01-20	931249.66
86	37175	Transylvania, NC	10-01-20	1966723.27
87	37177	Tyrrell, NC	10-01-20	119703.92
88	37179	Union, NC	10-01-20	11130556.92
89	37181	Vance, NC	10-01-20	2476426.05
90	37183	Wake, NC	10-01-20	85483839.11
91	37185	Warren, NC	10-01-20	481640.56
92	37187	Washington, NC	10-01-20	397666.33
93	37189	Watauga, NC	10-01-20	4818274.11
94	37191	Wayne, NC	10-01-20	5927619.2
95	37193	Wilkes, NC	10-01-20	3482673.17
96	37195	Wilson, NC	10-01-20	4469441.0
97	37197	Yadkin, NC	10-01-20	1114742.56
98	37199	Yancey, NC	10-01-20	724905.75
