,	GeoArea_FIPS	GeoArea_Name	Date	Published_Value
558	37065	Edgecombe, NC	11-01-19	2472298.46
559	37065	Edgecombe, NC	12-01-18	1548578.73
560	37065	Edgecombe, NC	12-01-19	2803307.79
561	37067	Forsyth, NC	01-01-19	26170804.62
562	37067	Forsyth, NC	01-01-20	27574259.41
563	37067	Forsyth, NC	02-01-19	21028081.06
564	37067	Forsyth, NC	02-01-20	21561821.83
565	37067	Forsyth, NC	03-01-19	19165903.46
566	37067	Forsyth, NC	04-01-19	24155462.54
567	37067	Forsyth, NC	05-01-19	23886582.24
568	37067	Forsyth, NC	06-01-19	23617204.37
569	37067	Forsyth, NC	07-01-19	23900102.44
570	37067	Forsyth, NC	08-01-19	22701266.96
571	37067	Forsyth, NC	09-01-19	23753865.42
572	37067	Forsyth, NC	10-01-18	22525919.32
573	37067	Forsyth, NC	10-01-19	23650707.08
574	37067	Forsyth, NC	11-01-18	21905826.7
575	37067	Forsyth, NC	11-01-19	22919049.28
576	37067	Forsyth, NC	12-01-18	23220626.4
577	37067	Forsyth, NC	12-01-19	23465490.68
578	37069	Franklin, NC	01-01-19	1849656.69
579	37069	Franklin, NC	01-01-20	2034927.64
580	37069	Franklin, NC	02-01-19	1617475.55
581	37069	Franklin, NC	02-01-20	1910100.15
582	37069	Franklin, NC	03-01-19	1591500.96
583	37069	Franklin, NC	04-01-19	1944051.39
584	37069	Franklin, NC	05-01-19	1878194.27
585	37069	Franklin, NC	06-01-19	1976245.2
586	37069	Franklin, NC	07-01-19	1878114.43
587	37069	Franklin, NC	08-01-19	1839468.3
588	37069	Franklin, NC	09-01-19	2048978.09
589	37069	Franklin, NC	10-01-18	1627622.87
590	37069	Franklin, NC	10-01-19	1988078.11
591	37069	Franklin, NC	11-01-18	1872440.1
592	37069	Franklin, NC	11-01-19	1998625.68
593	37069	Franklin, NC	12-01-18	1785232.03
594	37069	Franklin, NC	12-01-19	1906119.58
595	37071	Gaston, NC	01-01-19	11333658.99
596	37071	Gaston, NC	01-01-20	12384499.71
597	37071	Gaston, NC	02-01-19	9097399.59
598	37071	Gaston, NC	02-01-20	9564774.1
599	37071	Gaston, NC	03-01-19	9005933.44
600	37071	Gaston, NC	04-01-19	11058868.63
601	37071	Gaston, NC	05-01-19	10226277.46
602	37071	Gaston, NC	06-01-19	10588054.8
603	37071	Gaston, NC	07-01-19	11036575.47
604	37071	Gaston, NC	08-01-19	9688221.35
605	37071	Gaston, NC	09-01-19	10247280.34
606	37071	Gaston, NC	10-01-18	8887429.72
607	37071	Gaston, NC	10-01-19	10734153.82
608	37071	Gaston, NC	11-01-18	9779095.38
609	37071	Gaston, NC	11-01-19	10415056.96
610	37071	Gaston, NC	12-01-18	9443366.26
611	37071	Gaston, NC	12-01-19	10638045.94
612	37073	Gates, NC	01-01-19	166793.28
613	37073	Gates, NC	01-01-20	199647.05
614	37073	Gates, NC	02-01-19	136534.92
615	37073	Gates, NC	02-01-20	163002.25
616	37073	Gates, NC	03-01-19	136843.03
617	37073	Gates, NC	04-01-19	179027.07
618	37073	Gates, NC	05-01-19	157354.35
619	37073	Gates, NC	06-01-19	184379.47
620	37073	Gates, NC	07-01-19	161008.89
621	37073	Gates, NC	08-01-19	153855.76
622	37073	Gates, NC	09-01-19	151165.81
623	37073	Gates, NC	10-01-18	140697.71
624	37073	Gates, NC	10-01-19	197908.11
625	37073	Gates, NC	11-01-18	146967.07
626	37073	Gates, NC	11-01-19	156879.02
627	37073	Gates, NC	12-01-18	152071.67
628	37073	Gates, NC	12-01-19	148340.98
629	37075	Graham, NC	01-01-19	330851.91
630	37075	Graham, NC	01-01-20	313822.16
631	37075	Graham, NC	02-01-19	197867.46
632	37075	Graham, NC	02-01-20	240610.6
633	37075	Graham, NC	03-01-19	236092.6
634	37075	Graham, NC	04-01-19	295377.4
635	37075	Graham, NC	05-01-19	293774.1
636	37075	Graham, NC	06-01-19	317945.71
637	37075	Graham, NC	07-01-19	389207.87
638	37075	Graham, NC	08-01-19	351995.62
639	37075	Graham, NC	09-01-19	407743.1
640	37075	Graham, NC	10-01-18	320833.14
641	37075	Graham, NC	10-01-19	356761.18
642	37075	Graham, NC	11-01-18	296044.42
643	37075	Graham, NC	11-01-19	358374.26
644	37075	Graham, NC	12-01-18	255738.69
645	37075	Graham, NC	12-01-19	321500.22
646	37077	Granville, NC	01-01-19	1601682.25
647	37077	Granville, NC	01-01-20	1737274.76
648	37077	Granville, NC	02-01-19	1276883.95
649	37077	Granville, NC	02-01-20	1461778.71
650	37077	Granville, NC	03-01-19	1375376.15
651	37077	Granville, NC	04-01-19	1583876.42
652	37077	Granville, NC	05-01-19	1568817.35
653	37077	Granville, NC	06-01-19	1570004.04
654	37077	Granville, NC	07-01-19	1736016.81
655	37077	Granville, NC	08-01-19	1595370.09
656	37077	Granville, NC	09-01-19	1511358.67
657	37077	Granville, NC	10-01-18	1423442.87
658	37077	Granville, NC	10-01-19	1680416.96
659	37077	Granville, NC	11-01-18	1435069.57
660	37077	Granville, NC	11-01-19	1538027.39
661	37077	Granville, NC	12-01-18	1540761.61
662	37077	Granville, NC	12-01-19	1538737.06
663	37079	Greene, NC	01-01-19	332405.43
664	37079	Greene, NC	01-01-20	387890.92
665	37079	Greene, NC	02-01-19	278177.68
666	37079	Greene, NC	02-01-20	322502.56
667	37079	Greene, NC	03-01-19	290721.1
668	37079	Greene, NC	04-01-19	306307.92
669	37079	Greene, NC	05-01-19	284941.71
670	37079	Greene, NC	06-01-19	326860.04
671	37079	Greene, NC	07-01-19	349468.01
672	37079	Greene, NC	08-01-19	298350.95
673	37079	Greene, NC	09-01-19	300458.91
674	37079	Greene, NC	10-01-18	265851.48
675	37079	Greene, NC	10-01-19	315785.18
676	37079	Greene, NC	11-01-18	296019.83
677	37079	Greene, NC	11-01-19	374047.61
678	37079	Greene, NC	12-01-18	295271.21
679	37079	Greene, NC	12-01-19	384653.53
680	37081	Guilford, NC	01-01-19	35594178.3
681	37081	Guilford, NC	01-01-20	36647822.77
682	37081	Guilford, NC	02-01-19	28071151.3
683	37081	Guilford, NC	02-01-20	28638758.27
684	37081	Guilford, NC	03-01-19	29192142.29
685	37081	Guilford, NC	04-01-19	34408198.66
686	37081	Guilford, NC	05-01-19	32887419.0
687	37081	Guilford, NC	06-01-19	32345790.66
688	37081	Guilford, NC	07-01-19	33598471.89
689	37081	Guilford, NC	08-01-19	32331411.51
690	37081	Guilford, NC	09-01-19	32644542.29
691	37081	Guilford, NC	10-01-18	30568244.07
692	37081	Guilford, NC	10-01-19	32884405.44
693	37081	Guilford, NC	11-01-18	31543164.75
694	37081	Guilford, NC	11-01-19	32844681.02
695	37081	Guilford, NC	12-01-18	31673609.21
696	37081	Guilford, NC	12-01-19	32247133.14
697	37083	Halifax, NC	01-01-19	3156896.97
698	37083	Halifax, NC	01-01-20	2376220.92
699	37083	Halifax, NC	02-01-19	1831304.52
700	37083	Halifax, NC	02-01-20	1861933.76
701	37083	Halifax, NC	03-01-19	2596253.11
702	37083	Halifax, NC	04-01-19	2259369.89
703	37083	Halifax, NC	05-01-19	2110764.11
704	37083	Halifax, NC	06-01-19	2219825.27
705	37083	Halifax, NC	07-01-19	2225213.75
706	37083	Halifax, NC	08-01-19	2106704.59
707	37083	Halifax, NC	09-01-19	2162871.46
708	37083	Halifax, NC	10-01-18	2234415.41
709	37083	Halifax, NC	10-01-19	2155342.22
710	37083	Halifax, NC	11-01-18	2139083.07
711	37083	Halifax, NC	11-01-19	2072709.87
712	37083	Halifax, NC	12-01-18	2688601.37
713	37083	Halifax, NC	12-01-19	1993836.5
714	37085	Harnett, NC	01-01-19	4115952.56
715	37085	Harnett, NC	01-01-20	4528014.53
716	37085	Harnett, NC	02-01-19	3568208.07
717	37085	Harnett, NC	02-01-20	4004367.8
718	37085	Harnett, NC	03-01-19	3340935.41
719	37085	Harnett, NC	04-01-19	4165780.77
720	37085	Harnett, NC	05-01-19	4006133.57
721	37085	Harnett, NC	06-01-19	4084591.8
722	37085	Harnett, NC	07-01-19	4095192.81
723	37085	Harnett, NC	08-01-19	3996040.74
724	37085	Harnett, NC	09-01-19	4226408.36
725	37085	Harnett, NC	10-01-18	3604999.36
726	37085	Harnett, NC	10-01-19	3933355.29
727	37085	Harnett, NC	11-01-18	3787706.63
728	37085	Harnett, NC	11-01-19	4146230.1
729	37085	Harnett, NC	12-01-18	3869286.36
730	37085	Harnett, NC	12-01-19	3972695.43
731	37087	Haywood, NC	01-01-19	3399857.46
732	37087	Haywood, NC	01-01-20	3682222.43
733	37087	Haywood, NC	02-01-19	2634032.46
734	37087	Haywood, NC	02-01-20	2949419.53
735	37087	Haywood, NC	03-01-19	2503674.44
736	37087	Haywood, NC	04-01-19	3186694.57
737	37087	Haywood, NC	05-01-19	2988926.35
738	37087	Haywood, NC	06-01-19	3228035.99
739	37087	Haywood, NC	07-01-19	3541769.78
740	37087	Haywood, NC	08-01-19	3468768.85
741	37087	Haywood, NC	09-01-19	3309033.85
742	37087	Haywood, NC	10-01-18	3183344.52
743	37087	Haywood, NC	10-01-19	3521418.46
744	37087	Haywood, NC	11-01-18	3245990.44
745	37087	Haywood, NC	11-01-19	3626830.05
746	37087	Haywood, NC	12-01-18	3115780.43
747	37087	Haywood, NC	12-01-19	3357707.22
748	37089	Henderson, NC	01-01-19	5599155.59
749	37089	Henderson, NC	01-01-20	5945517.68
750	37089	Henderson, NC	02-01-19	4569119.93
751	37089	Henderson, NC	02-01-20	4937823.0
752	37089	Henderson, NC	03-01-19	4371923.36
753	37089	Henderson, NC	04-01-19	5501280.11
754	37089	Henderson, NC	05-01-19	5704877.26
755	37089	Henderson, NC	06-01-19	5630184.06
756	37089	Henderson, NC	07-01-19	5772328.31
757	37089	Henderson, NC	08-01-19	5880418.44
758	37089	Henderson, NC	09-01-19	5999444.14
759	37089	Henderson, NC	10-01-18	5861858.34
760	37089	Henderson, NC	10-01-19	5729582.0
761	37089	Henderson, NC	11-01-18	5483819.3
762	37089	Henderson, NC	11-01-19	5905512.84
763	37089	Henderson, NC	12-01-18	4637574.31
764	37089	Henderson, NC	12-01-19	5476312.62
765	37091	Hertford, NC	01-01-19	968001.39
766	37091	Hertford, NC	01-01-20	1107087.87
767	37091	Hertford, NC	02-01-19	826309.58
768	37091	Hertford, NC	02-01-20	943280.27
769	37091	Hertford, NC	03-01-19	839232.49
770	37091	Hertford, NC	04-01-19	968980.58
771	37091	Hertford, NC	05-01-19	914425.24
772	37091	Hertford, NC	06-01-19	907897.64
773	37091	Hertford, NC	07-01-19	962983.38
774	37091	Hertford, NC	08-01-19	876488.29
775	37091	Hertford, NC	09-01-19	972609.06
776	37091	Hertford, NC	10-01-18	972059.75
777	37091	Hertford, NC	10-01-19	999181.06
778	37091	Hertford, NC	11-01-18	925673.05
779	37091	Hertford, NC	11-01-19	941850.78
780	37091	Hertford, NC	12-01-18	842108.14
781	37091	Hertford, NC	12-01-19	920714.72
782	37093	Hoke, NC	01-01-19	998242.53
783	37093	Hoke, NC	01-01-20	1033694.43
784	37093	Hoke, NC	02-01-19	830599.44
785	37093	Hoke, NC	02-01-20	888809.24
786	37093	Hoke, NC	03-01-19	806278.85
787	37093	Hoke, NC	04-01-19	970274.07
788	37093	Hoke, NC	05-01-19	862130.12
789	37093	Hoke, NC	06-01-19	873957.39
790	37093	Hoke, NC	07-01-19	897797.79
791	37093	Hoke, NC	08-01-19	861820.47
792	37093	Hoke, NC	09-01-19	906600.95
793	37093	Hoke, NC	10-01-18	808179.11
794	37093	Hoke, NC	10-01-19	876765.03
795	37093	Hoke, NC	11-01-18	904661.6
796	37093	Hoke, NC	11-01-19	929981.55
797	37093	Hoke, NC	12-01-18	897497.22
798	37093	Hoke, NC	12-01-19	897964.88
799	37095	Hyde, NC	01-01-19	145139.18
800	37095	Hyde, NC	01-01-20	183079.61
801	37095	Hyde, NC	02-01-19	107860.02
802	37095	Hyde, NC	02-01-20	140491.04
803	37095	Hyde, NC	03-01-19	95825.58
804	37095	Hyde, NC	04-01-19	164298.11
805	37095	Hyde, NC	05-01-19	232238.24
806	37095	Hyde, NC	06-01-19	320098.76
807	37095	Hyde, NC	07-01-19	455711.11
808	37095	Hyde, NC	08-01-19	578463.63
809	37095	Hyde, NC	09-01-19	413535.03
810	37095	Hyde, NC	10-01-18	246252.07
811	37095	Hyde, NC	10-01-19	212882.77
812	37095	Hyde, NC	11-01-18	275260.27
813	37095	Hyde, NC	11-01-19	155305.34
814	37095	Hyde, NC	12-01-18	148173.75
815	37095	Hyde, NC	12-01-19	154337.89
816	37097	Iredell, NC	01-01-19	10755785.77
817	37097	Iredell, NC	01-01-20	12439985.08
818	37097	Iredell, NC	02-01-19	9033136.27
819	37097	Iredell, NC	02-01-20	9975298.42
820	37097	Iredell, NC	03-01-19	9201067.9
821	37097	Iredell, NC	04-01-19	11378535.02
822	37097	Iredell, NC	05-01-19	10557036.58
823	37097	Iredell, NC	06-01-19	10730226.72
824	37097	Iredell, NC	07-01-19	11367281.42
825	37097	Iredell, NC	08-01-19	10749402.62
826	37097	Iredell, NC	09-01-19	10355033.35
827	37097	Iredell, NC	10-01-18	9823847.79
828	37097	Iredell, NC	10-01-19	10748438.69
829	37097	Iredell, NC	11-01-18	9771426.65
830	37097	Iredell, NC	11-01-19	10683902.74
831	37097	Iredell, NC	12-01-18	9933888.96
832	37097	Iredell, NC	12-01-19	11051071.99
833	37099	Jackson, NC	01-01-19	2225315.5
834	37099	Jackson, NC	01-01-20	2609917.77
835	37099	Jackson, NC	02-01-19	1784921.29
836	37099	Jackson, NC	02-01-20	2113117.35
837	37099	Jackson, NC	03-01-19	1834549.79
838	37099	Jackson, NC	04-01-19	2275538.08
839	37099	Jackson, NC	05-01-19	2234904.32
840	37099	Jackson, NC	06-01-19	2475217.64
841	37099	Jackson, NC	07-01-19	2846953.29
842	37099	Jackson, NC	08-01-19	2752453.81
843	37099	Jackson, NC	09-01-19	2759606.44
844	37099	Jackson, NC	10-01-18	2437489.56
845	37099	Jackson, NC	10-01-19	2755099.38
846	37099	Jackson, NC	11-01-18	2421720.62
847	37099	Jackson, NC	11-01-19	2630540.57
848	37099	Jackson, NC	12-01-18	2253304.25
849	37099	Jackson, NC	12-01-19	2472273.85
850	37101	Johnston, NC	01-01-19	9833749.07
851	37101	Johnston, NC	01-01-20	9619970.74
852	37101	Johnston, NC	02-01-19	7379771.87
853	37101	Johnston, NC	02-01-20	7435333.09
854	37101	Johnston, NC	03-01-19	7127661.17
855	37101	Johnston, NC	04-01-19	8877031.3
856	37101	Johnston, NC	05-01-19	8139812.8
857	37101	Johnston, NC	06-01-19	8117152.6
858	37101	Johnston, NC	07-01-19	8463709.96
859	37101	Johnston, NC	08-01-19	8039477.78
860	37101	Johnston, NC	09-01-19	8416038.12
861	37101	Johnston, NC	10-01-18	7802909.31
862	37101	Johnston, NC	10-01-19	8215412.68
863	37101	Johnston, NC	11-01-18	8233202.96
864	37101	Johnston, NC	11-01-19	8263390.06
865	37101	Johnston, NC	12-01-18	8712216.39
866	37101	Johnston, NC	12-01-19	8450908.93
867	37103	Jones, NC	01-01-19	237052.89
868	37103	Jones, NC	01-01-20	217544.23
869	37103	Jones, NC	02-01-19	226772.23
870	37103	Jones, NC	02-01-20	197177.88
871	37103	Jones, NC	03-01-19	231520.33
872	37103	Jones, NC	04-01-19	324438.93
873	37103	Jones, NC	05-01-19	246967.63
874	37103	Jones, NC	06-01-19	221413.43
875	37103	Jones, NC	07-01-19	283602.62
876	37103	Jones, NC	08-01-19	199030.7
877	37103	Jones, NC	09-01-19	201034.34
878	37103	Jones, NC	10-01-18	129286.21
879	37103	Jones, NC	10-01-19	199391.84
880	37103	Jones, NC	11-01-18	198541.87
881	37103	Jones, NC	11-01-19	213282.6
882	37103	Jones, NC	12-01-18	243223.68
883	37103	Jones, NC	12-01-19	177552.17
884	37105	Lee, NC	01-01-19	3855033.35
885	37105	Lee, NC	01-01-20	4011783.17
886	37105	Lee, NC	02-01-19	2956367.37
887	37105	Lee, NC	02-01-20	3077666.39
888	37105	Lee, NC	03-01-19	2817025.51
889	37105	Lee, NC	04-01-19	3668520.37
890	37105	Lee, NC	05-01-19	3472975.94
891	37105	Lee, NC	06-01-19	3505703.35
892	37105	Lee, NC	07-01-19	3607702.83
893	37105	Lee, NC	08-01-19	3020332.35
894	37105	Lee, NC	09-01-19	3429420.84
895	37105	Lee, NC	10-01-18	3258976.37
896	37105	Lee, NC	10-01-19	3338280.27
897	37105	Lee, NC	11-01-18	3236837.61
898	37105	Lee, NC	11-01-19	3350199.79
899	37105	Lee, NC	12-01-18	3462606.4
900	37105	Lee, NC	12-01-19	3257124.32
901	37107	Lenoir, NC	01-01-19	2694680.44
902	37107	Lenoir, NC	01-01-20	2626436.87
903	37107	Lenoir, NC	02-01-19	2117523.14
904	37107	Lenoir, NC	02-01-20	2264208.27
905	37107	Lenoir, NC	03-01-19	2279800.71
906	37107	Lenoir, NC	04-01-19	2646488.67
907	37107	Lenoir, NC	05-01-19	2497231.14
908	37107	Lenoir, NC	06-01-19	2533544.8
909	37107	Lenoir, NC	07-01-19	2475567.54
910	37107	Lenoir, NC	08-01-19	2323386.61
911	37107	Lenoir, NC	09-01-19	2390990.23
912	37107	Lenoir, NC	10-01-18	2076908.24
913	37107	Lenoir, NC	10-01-19	2340509.18
914	37107	Lenoir, NC	11-01-18	2437154.94
915	37107	Lenoir, NC	11-01-19	2478521.86
916	37107	Lenoir, NC	12-01-18	2457718.6
917	37107	Lenoir, NC	12-01-19	2425130.22
918	37109	Lincoln, NC	01-01-19	3899246.32
919	37109	Lincoln, NC	01-01-20	4451375.25
920	37109	Lincoln, NC	02-01-19	3128621.19
921	37109	Lincoln, NC	02-01-20	3542994.2
922	37109	Lincoln, NC	03-01-19	3262325.65
923	37109	Lincoln, NC	04-01-19	4160307.18
924	37109	Lincoln, NC	05-01-19	4139192.13
925	37109	Lincoln, NC	06-01-19	4157018.83
926	37109	Lincoln, NC	07-01-19	4242061.57
927	37109	Lincoln, NC	08-01-19	3838140.89
928	37109	Lincoln, NC	09-01-19	3994100.75
929	37109	Lincoln, NC	10-01-18	3277031.78
930	37109	Lincoln, NC	10-01-19	3959173.36
931	37109	Lincoln, NC	11-01-18	3591651.09
932	37109	Lincoln, NC	11-01-19	3872702.66
933	37109	Lincoln, NC	12-01-18	3794933.78
934	37109	Lincoln, NC	12-01-19	3984005.99
935	37111	McDowell, NC	01-01-19	1576095.69
936	37111	McDowell, NC	01-01-20	1884612.79
937	37111	McDowell, NC	02-01-19	1406298.51
938	37111	McDowell, NC	02-01-20	1471902.66
939	37111	McDowell, NC	03-01-19	1360583.44
940	37111	McDowell, NC	04-01-19	1682647.4
941	37111	McDowell, NC	05-01-19	1715869.81
942	37111	McDowell, NC	06-01-19	1793439.83
943	37111	McDowell, NC	07-01-19	1758688.07
944	37111	McDowell, NC	08-01-19	1633904.33
945	37111	McDowell, NC	09-01-19	1649390.09
946	37111	McDowell, NC	10-01-18	1537957.56
947	37111	McDowell, NC	10-01-19	1708318.19
948	37111	McDowell, NC	11-01-18	1533797.53
949	37111	McDowell, NC	11-01-19	1744289.09
950	37111	McDowell, NC	12-01-18	1478314.35
951	37111	McDowell, NC	12-01-19	1643231.97
952	37113	Macon, NC	01-01-19	2101907.91
953	37113	Macon, NC	01-01-20	2364038.82
954	37113	Macon, NC	02-01-19	1646253.86
955	37113	Macon, NC	02-01-20	1832661.62
956	37113	Macon, NC	03-01-19	1594577.13
957	37113	Macon, NC	04-01-19	2071753.22
958	37113	Macon, NC	05-01-19	2291411.56
959	37113	Macon, NC	06-01-19	2404732.97
960	37113	Macon, NC	07-01-19	2637861.95
961	37113	Macon, NC	08-01-19	2750970.94
962	37113	Macon, NC	09-01-19	2652935.38
963	37113	Macon, NC	10-01-18	2397285.73
964	37113	Macon, NC	10-01-19	2592987.07
965	37113	Macon, NC	11-01-18	2403685.99
966	37113	Macon, NC	11-01-19	2594108.33
967	37113	Macon, NC	12-01-18	2152599.05
968	37113	Macon, NC	12-01-19	2298989.57
969	37115	Madison, NC	01-01-19	520942.77
970	37115	Madison, NC	01-01-20	638919.93
971	37115	Madison, NC	02-01-19	444874.18
972	37115	Madison, NC	02-01-20	453124.43
973	37115	Madison, NC	03-01-19	391977.26
974	37115	Madison, NC	04-01-19	502489.24
975	37115	Madison, NC	05-01-19	471096.81
976	37115	Madison, NC	06-01-19	469968.3
977	37115	Madison, NC	07-01-19	554375.65
978	37115	Madison, NC	08-01-19	531348.0
979	37115	Madison, NC	09-01-19	507024.18
980	37115	Madison, NC	10-01-18	539153.18
981	37115	Madison, NC	10-01-19	677881.1
982	37115	Madison, NC	11-01-18	494677.03
983	37115	Madison, NC	11-01-19	544323.33
984	37115	Madison, NC	12-01-18	450439.8
985	37115	Madison, NC	12-01-19	502730.4
986	37117	Martin, NC	01-01-19	922269.84
987	37117	Martin, NC	01-01-20	968515.51
988	37117	Martin, NC	02-01-19	744303.93
989	37117	Martin, NC	02-01-20	746789.5
990	37117	Martin, NC	03-01-19	770592.34
991	37117	Martin, NC	04-01-19	945062.61
992	37117	Martin, NC	05-01-19	842111.23
993	37117	Martin, NC	06-01-19	820075.84
994	37117	Martin, NC	07-01-19	863469.97
995	37117	Martin, NC	08-01-19	815467.03
996	37117	Martin, NC	09-01-19	844985.01
997	37117	Martin, NC	10-01-18	809174.09
998	37117	Martin, NC	10-01-19	839020.09
999	37117	Martin, NC	11-01-18	843862.95
1000	37117	Martin, NC	11-01-19	869829.31
1001	37117	Martin, NC	12-01-18	895912.07
1002	37117	Martin, NC	12-01-19	863367.56
1003	37119	Mecklenburg, NC	01-01-19	106250953.8
1004	37119	Mecklenburg, NC	01-01-20	117190263.68
1005	37119	Mecklenburg, NC	02-01-19	85092960.96
1006	37119	Mecklenburg, NC	02-01-20	92117266.63
1007	37119	Mecklenburg, NC	03-01-19	83866980.88
1008	37119	Mecklenburg, NC	04-01-19	101752359.33
1009	37119	Mecklenburg, NC	05-01-19	98050221.96
1010	37119	Mecklenburg, NC	06-01-19	98233506.0
1011	37119	Mecklenburg, NC	07-01-19	101350490.87
1012	37119	Mecklenburg, NC	08-01-19	97181210.26
1013	37119	Mecklenburg, NC	09-01-19	97291199.53
1014	37119	Mecklenburg, NC	10-01-18	91191684.74
1015	37119	Mecklenburg, NC	10-01-19	97747090.68
1016	37119	Mecklenburg, NC	11-01-18	94633074.62
1017	37119	Mecklenburg, NC	11-01-19	97956686.79
1018	37119	Mecklenburg, NC	12-01-18	93445565.45
1019	37119	Mecklenburg, NC	12-01-19	96054441.29
1020	37121	Mitchell, NC	01-01-19	675604.28
1021	37121	Mitchell, NC	01-01-20	652349.49
1022	37121	Mitchell, NC	02-01-19	538848.96
1023	37121	Mitchell, NC	02-01-20	598351.57
1024	37121	Mitchell, NC	03-01-19	477055.42
1025	37121	Mitchell, NC	04-01-19	565158.91
1026	37121	Mitchell, NC	05-01-19	558624.3
1027	37121	Mitchell, NC	06-01-19	586721.5
1028	37121	Mitchell, NC	07-01-19	635871.24
1029	37121	Mitchell, NC	08-01-19	628760.13
1030	37121	Mitchell, NC	09-01-19	630249.52
1031	37121	Mitchell, NC	10-01-18	602863.6
1032	37121	Mitchell, NC	10-01-19	644055.41
1033	37121	Mitchell, NC	11-01-18	634660.92
1034	37121	Mitchell, NC	11-01-19	595594.9
1035	37121	Mitchell, NC	12-01-18	627250.63
1036	37121	Mitchell, NC	12-01-19	587226.23
1037	37123	Montgomery, NC	01-01-19	947007.91
1038	37123	Montgomery, NC	01-01-20	1005739.36
1039	37123	Montgomery, NC	02-01-19	731765.12
1040	37123	Montgomery, NC	02-01-20	813343.74
1041	37123	Montgomery, NC	03-01-19	737719.12
1042	37123	Montgomery, NC	04-01-19	895215.82
1043	37123	Montgomery, NC	05-01-19	914490.6
1044	37123	Montgomery, NC	06-01-19	966067.27
1045	37123	Montgomery, NC	07-01-19	968675.54
1046	37123	Montgomery, NC	08-01-19	925511.42
1047	37123	Montgomery, NC	09-01-19	869603.43
1048	37123	Montgomery, NC	10-01-18	794987.53
1049	37123	Montgomery, NC	10-01-19	880514.82
1050	37123	Montgomery, NC	11-01-18	837058.4
1051	37123	Montgomery, NC	11-01-19	852188.26
1052	37123	Montgomery, NC	12-01-18	878991.54
1053	37123	Montgomery, NC	12-01-19	846112.23
1054	37125	Moore, NC	01-01-19	5899379.34
1055	37125	Moore, NC	01-01-20	6929586.76
1056	37125	Moore, NC	02-01-19	4707769.19
1057	37125	Moore, NC	02-01-20	5350273.67
1058	37125	Moore, NC	03-01-19	4740287.52
1059	37125	Moore, NC	04-01-19	5806413.16
1060	37125	Moore, NC	05-01-19	6146934.35
1061	37125	Moore, NC	06-01-19	6325696.26
1062	37125	Moore, NC	07-01-19	6245814.84
1063	37125	Moore, NC	08-01-19	5795717.0
1064	37125	Moore, NC	09-01-19	6280923.02
1065	37125	Moore, NC	10-01-18	5023868.89
1066	37125	Moore, NC	10-01-19	6058159.8
1067	37125	Moore, NC	11-01-18	5660785.38
1068	37125	Moore, NC	11-01-19	6328107.21
1069	37125	Moore, NC	12-01-18	5363534.62
1070	37125	Moore, NC	12-01-19	6076008.47
1071	37127	Nash, NC	01-01-19	5061083.48
1072	37127	Nash, NC	01-01-20	5145855.16
1073	37127	Nash, NC	02-01-19	3948574.78
1074	37127	Nash, NC	02-01-20	4158786.39
1075	37127	Nash, NC	03-01-19	4186792.16
1076	37127	Nash, NC	04-01-19	4953206.37
1077	37127	Nash, NC	05-01-19	4454512.23
1078	37127	Nash, NC	06-01-19	4697302.91
1079	37127	Nash, NC	07-01-19	4648136.11
1080	37127	Nash, NC	08-01-19	4366864.89
1081	37127	Nash, NC	09-01-19	4438526.48
1082	37127	Nash, NC	10-01-18	4264889.6
1083	37127	Nash, NC	10-01-19	4405217.31
1084	37127	Nash, NC	11-01-18	4338698.26
1085	37127	Nash, NC	11-01-19	4331765.77
1086	37127	Nash, NC	12-01-18	4657177.01
1087	37127	Nash, NC	12-01-19	4482613.26
1088	37131	Northampton, NC	01-01-19	906026.02
1089	37131	Northampton, NC	01-01-20	396806.94
1090	37131	Northampton, NC	02-01-19	411319.56
1091	37131	Northampton, NC	02-01-20	369943.6
1092	37131	Northampton, NC	03-01-19	388682.89
1093	37131	Northampton, NC	04-01-19	444235.3
1094	37131	Northampton, NC	05-01-19	458276.68
1095	37131	Northampton, NC	06-01-19	443452.27
1096	37131	Northampton, NC	07-01-19	440202.85
1097	37131	Northampton, NC	08-01-19	413356.29
1098	37131	Northampton, NC	09-01-19	442331.48
1099	37131	Northampton, NC	10-01-18	419820.87
1100	37131	Northampton, NC	10-01-19	427009.33
1101	37131	Northampton, NC	11-01-18	400709.85
1102	37131	Northampton, NC	11-01-19	446119.06
1103	37131	Northampton, NC	12-01-18	420391.47
1104	37131	Northampton, NC	12-01-19	401691.6
1105	37133	Onslow, NC	01-01-19	10571143.13
1106	37133	Onslow, NC	01-01-20	10509836.15
1107	37133	Onslow, NC	02-01-19	8774328.83
1108	37133	Onslow, NC	02-01-20	8388650.64
1109	37133	Onslow, NC	03-01-19	8849545.19
1110	37133	Onslow, NC	04-01-19	10668336.54
1111	37133	Onslow, NC	05-01-19	9958255.83
1112	37133	Onslow, NC	06-01-19	10087774.71
1113	37133	Onslow, NC	07-01-19	10460431.52
1114	37133	Onslow, NC	08-01-19	10172586.37
1115	37133	Onslow, NC	09-01-19	10113692.03
1116	37133	Onslow, NC	10-01-18	7750147.02
1117	37133	Onslow, NC	10-01-19	9524523.96
1118	37133	Onslow, NC	11-01-18	9787655.38
1119	37133	Onslow, NC	11-01-19	9175396.93
1120	37133	Onslow, NC	12-01-18	9974685.92
