	GeoArea_FIPS	GeoArea_Key	GeoArea_Name	PZ_Name	WDB_Name	Economic_Measure_Name	Data_Period_Business_Key	GDP
33205	37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	   Administrative and support and waste management and remediation services	2018	74040.0
33206	37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	   Educational services	2018	3774.0
33207	37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	   Health care and social assistance	2018	76326.0
33208	37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	   Arts, entertainment, and recreation	2018	10082.0
33209	37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	   Accommodation and food services	2018	32306.0
33210	37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	  Other services (except government and government enterprises)	2018	32015.0
33211	37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	Government and government enterprises	2018	119905.0
33212	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Agriculture, forestry, fishing and hunting	2018	407457.0
33213	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Mining, quarrying, and oil and gas extraction	2018	0.0
33214	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Utilities	2018	13470.0
33215	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Construction	2018	59793.0
33216	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Manufacturing	2018	538016.0
33217	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Wholesale trade	2018	95587.0
33218	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Retail trade	2018	83764.0
33219	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Transportation and warehousing	2018	43554.0
33220	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Information	2018	8734.0
33221	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	   Real estate and rental and leasing	2018	198271.0
33222	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Professional and business services	2018	130463.0
33223	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	   Management of companies and enterprises	2018	
33224	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	   Administrative and support and waste management and remediation services	2018	21411.0
33225	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	   Educational services	2018	3478.0
33226	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	   Health care and social assistance	2018	54512.0
33227	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	   Arts, entertainment, and recreation	2018	
33228	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	   Accommodation and food services	2018	
33229	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Other services (except government and government enterprises)	2018	44874.0
33230	37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	Government and government enterprises	2018	243239.0
33231	37063	FIPS_37063	Durham County	North Central	Durham	  Agriculture, forestry, fishing and hunting	2018	46059.0
33232	37063	FIPS_37063	Durham County	North Central	Durham	  Mining, quarrying, and oil and gas extraction	2018	2867.0
33233	37063	FIPS_37063	Durham County	North Central	Durham	  Utilities	2018	32590.0
33234	37063	FIPS_37063	Durham County	North Central	Durham	  Construction	2018	558793.0
33235	37063	FIPS_37063	Durham County	North Central	Durham	  Manufacturing	2018	11065264.0
33236	37063	FIPS_37063	Durham County	North Central	Durham	  Wholesale trade	2018	1425894.0
33237	37063	FIPS_37063	Durham County	North Central	Durham	  Retail trade	2018	809108.0
33238	37063	FIPS_37063	Durham County	North Central	Durham	  Transportation and warehousing	2018	194354.0
33239	37063	FIPS_37063	Durham County	North Central	Durham	  Information	2018	945967.0
33240	37063	FIPS_37063	Durham County	North Central	Durham	   Real estate and rental and leasing	2018	2315234.0
33241	37063	FIPS_37063	Durham County	North Central	Durham	  Professional and business services	2018	5208485.0
33242	37063	FIPS_37063	Durham County	North Central	Durham	   Management of companies and enterprises	2018	275164.0
33243	37063	FIPS_37063	Durham County	North Central	Durham	   Administrative and support and waste management and remediation services	2018	751829.0
33244	37063	FIPS_37063	Durham County	North Central	Durham	   Educational services	2018	2497970.0
33245	37063	FIPS_37063	Durham County	North Central	Durham	   Health care and social assistance	2018	3266587.0
33246	37063	FIPS_37063	Durham County	North Central	Durham	   Arts, entertainment, and recreation	2018	115832.0
33247	37063	FIPS_37063	Durham County	North Central	Durham	   Accommodation and food services	2018	656877.0
33248	37063	FIPS_37063	Durham County	North Central	Durham	  Other services (except government and government enterprises)	2018	464507.0
33249	37063	FIPS_37063	Durham County	North Central	Durham	Government and government enterprises	2018	2419663.0
33250	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Agriculture, forestry, fishing and hunting	2018	64055.0
33251	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Mining, quarrying, and oil and gas extraction	2018	456.0
33252	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Utilities	2018	
33253	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Construction	2018	39705.0
33254	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Manufacturing	2018	420068.0
33255	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Wholesale trade	2018	68023.0
33256	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Retail trade	2018	143800.0
33257	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Transportation and warehousing	2018	20879.0
33258	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Information	2018	
33259	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	   Real estate and rental and leasing	2018	280865.0
33260	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Professional and business services	2018	95815.0
33261	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	   Management of companies and enterprises	2018	57199.0
33262	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	   Administrative and support and waste management and remediation services	2018	22079.0
33263	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	   Educational services	2018	
33264	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	   Health care and social assistance	2018	
33265	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	   Arts, entertainment, and recreation	2018	1529.0
33266	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	   Accommodation and food services	2018	32503.0
33267	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Other services (except government and government enterprises)	2018	32888.0
33268	37065	FIPS_37065	Edgecombe County	North Central	Turning Point	Government and government enterprises	2018	317360.0
33269	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Agriculture, forestry, fishing and hunting	2018	
33270	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Mining, quarrying, and oil and gas extraction	2018	27713.0
33271	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Utilities	2018	51119.0
33272	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Construction	2018	710156.0
33273	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Manufacturing	2018	6027685.0
33274	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Wholesale trade	2018	1193007.0
33275	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Retail trade	2018	1317856.0
33276	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Transportation and warehousing	2018	
33277	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Information	2018	283379.0
33278	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	   Real estate and rental and leasing	2018	2627614.0
33279	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Professional and business services	2018	2911196.0
33280	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	   Management of companies and enterprises	2018	886734.0
33281	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	   Administrative and support and waste management and remediation services	2018	746335.0
33282	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	   Educational services	2018	1002530.0
33283	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	   Health care and social assistance	2018	3226098.0
33284	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	   Arts, entertainment, and recreation	2018	121257.0
33285	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	   Accommodation and food services	2018	630660.0
33286	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Other services (except government and government enterprises)	2018	412499.0
33287	37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	Government and government enterprises	2018	1642089.0
33288	37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	  Agriculture, forestry, fishing and hunting	2018	
33289	37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	  Mining, quarrying, and oil and gas extraction	2018	2608.0
33290	37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	  Utilities	2018	
33291	37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	  Construction	2018	105186.0
33292	37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	  Manufacturing	2018	820747.0
33293	37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	  Wholesale trade	2018	
33294	37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	  Retail trade	2018	69927.0
33295	37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	  Transportation and warehousing	2018	31767.0
33296	37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	  Information	2018	17939.0
33297	37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	   Real estate and rental and leasing	2018	209425.0
33298	37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	  Professional and business services	2018	150549.0
33299	37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	   Management of companies and enterprises	2018	30520.0
33300	37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	   Administrative and support and waste management and remediation services	2018	69258.0
33301	37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	   Educational services	2018	14511.0
33302	37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	   Health care and social assistance	2018	50334.0
33303	37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	   Arts, entertainment, and recreation	2018	3359.0
33304	37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	   Accommodation and food services	2018	21996.0
33305	37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	  Other services (except government and government enterprises)	2018	50858.0
33306	37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	Government and government enterprises	2018	178795.0
33307	37071	FIPS_37071	Gaston County	Southwest	Gaston County	  Agriculture, forestry, fishing and hunting	2018	11932.0
33308	37071	FIPS_37071	Gaston County	Southwest	Gaston County	  Mining, quarrying, and oil and gas extraction	2018	15491.0
33309	37071	FIPS_37071	Gaston County	Southwest	Gaston County	  Utilities	2018	115283.0
33310	37071	FIPS_37071	Gaston County	Southwest	Gaston County	  Construction	2018	311731.0
33311	37071	FIPS_37071	Gaston County	Southwest	Gaston County	  Manufacturing	2018	1967423.0
33312	37071	FIPS_37071	Gaston County	Southwest	Gaston County	  Wholesale trade	2018	405813.0
33313	37071	FIPS_37071	Gaston County	Southwest	Gaston County	  Retail trade	2018	515967.0
33314	37071	FIPS_37071	Gaston County	Southwest	Gaston County	  Transportation and warehousing	2018	140826.0
33315	37071	FIPS_37071	Gaston County	Southwest	Gaston County	  Information	2018	147659.0
33316	37071	FIPS_37071	Gaston County	Southwest	Gaston County	   Real estate and rental and leasing	2018	1281886.0
33317	37071	FIPS_37071	Gaston County	Southwest	Gaston County	  Professional and business services	2018	512880.0
33318	37071	FIPS_37071	Gaston County	Southwest	Gaston County	   Management of companies and enterprises	2018	79908.0
33319	37071	FIPS_37071	Gaston County	Southwest	Gaston County	   Administrative and support and waste management and remediation services	2018	242365.0
33320	37071	FIPS_37071	Gaston County	Southwest	Gaston County	   Educational services	2018	56656.0
33321	37071	FIPS_37071	Gaston County	Southwest	Gaston County	   Health care and social assistance	2018	822773.0
33322	37071	FIPS_37071	Gaston County	Southwest	Gaston County	   Arts, entertainment, and recreation	2018	30611.0
33323	37071	FIPS_37071	Gaston County	Southwest	Gaston County	   Accommodation and food services	2018	243154.0
33324	37071	FIPS_37071	Gaston County	Southwest	Gaston County	  Other services (except government and government enterprises)	2018	197633.0
33325	37071	FIPS_37071	Gaston County	Southwest	Gaston County	Government and government enterprises	2018	783126.0
33326	37073	FIPS_37073	Gates County	Northeast	Northeastern	  Agriculture, forestry, fishing and hunting	2018	33265.0
33327	37073	FIPS_37073	Gates County	Northeast	Northeastern	  Mining, quarrying, and oil and gas extraction	2018	0.0
33328	37073	FIPS_37073	Gates County	Northeast	Northeastern	  Utilities	2018	1359.0
33329	37073	FIPS_37073	Gates County	Northeast	Northeastern	  Construction	2018	
33330	37073	FIPS_37073	Gates County	Northeast	Northeastern	  Manufacturing	2018	
33331	37073	FIPS_37073	Gates County	Northeast	Northeastern	  Wholesale trade	2018	8834.0
33332	37073	FIPS_37073	Gates County	Northeast	Northeastern	  Retail trade	2018	6796.0
33333	37073	FIPS_37073	Gates County	Northeast	Northeastern	  Transportation and warehousing	2018	
33334	37073	FIPS_37073	Gates County	Northeast	Northeastern	  Information	2018	
33335	37073	FIPS_37073	Gates County	Northeast	Northeastern	   Real estate and rental and leasing	2018	38346.0
33336	37073	FIPS_37073	Gates County	Northeast	Northeastern	  Professional and business services	2018	3859.0
33337	37073	FIPS_37073	Gates County	Northeast	Northeastern	   Management of companies and enterprises	2018	0.0
33338	37073	FIPS_37073	Gates County	Northeast	Northeastern	   Administrative and support and waste management and remediation services	2018	882.0
33339	37073	FIPS_37073	Gates County	Northeast	Northeastern	   Educational services	2018	41.0
33340	37073	FIPS_37073	Gates County	Northeast	Northeastern	   Health care and social assistance	2018	
33341	37073	FIPS_37073	Gates County	Northeast	Northeastern	   Arts, entertainment, and recreation	2018	
33342	37073	FIPS_37073	Gates County	Northeast	Northeastern	   Accommodation and food services	2018	
33343	37073	FIPS_37073	Gates County	Northeast	Northeastern	  Other services (except government and government enterprises)	2018	7421.0
33344	37073	FIPS_37073	Gates County	Northeast	Northeastern	Government and government enterprises	2018	34187.0
33345	37075	FIPS_37075	Graham County	Western	Southwestern	  Agriculture, forestry, fishing and hunting	2018	1315.0
33346	37075	FIPS_37075	Graham County	Western	Southwestern	  Mining, quarrying, and oil and gas extraction	2018	726.0
33347	37075	FIPS_37075	Graham County	Western	Southwestern	  Utilities	2018	32567.0
33348	37075	FIPS_37075	Graham County	Western	Southwestern	  Construction	2018	38991.0
33349	37075	FIPS_37075	Graham County	Western	Southwestern	  Manufacturing	2018	3949.0
33350	37075	FIPS_37075	Graham County	Western	Southwestern	  Wholesale trade	2018	8497.0
33351	37075	FIPS_37075	Graham County	Western	Southwestern	  Retail trade	2018	9983.0
33352	37075	FIPS_37075	Graham County	Western	Southwestern	  Transportation and warehousing	2018	
33353	37075	FIPS_37075	Graham County	Western	Southwestern	  Information	2018	
33354	37075	FIPS_37075	Graham County	Western	Southwestern	   Real estate and rental and leasing	2018	45538.0
33355	37075	FIPS_37075	Graham County	Western	Southwestern	  Professional and business services	2018	11903.0
33356	37075	FIPS_37075	Graham County	Western	Southwestern	   Management of companies and enterprises	2018	
33357	37075	FIPS_37075	Graham County	Western	Southwestern	   Administrative and support and waste management and remediation services	2018	8848.0
33358	37075	FIPS_37075	Graham County	Western	Southwestern	   Educational services	2018	202.0
33359	37075	FIPS_37075	Graham County	Western	Southwestern	   Health care and social assistance	2018	5459.0
33360	37075	FIPS_37075	Graham County	Western	Southwestern	   Arts, entertainment, and recreation	2018	
33361	37075	FIPS_37075	Graham County	Western	Southwestern	   Accommodation and food services	2018	
33362	37075	FIPS_37075	Graham County	Western	Southwestern	  Other services (except government and government enterprises)	2018	
33363	37075	FIPS_37075	Graham County	Western	Southwestern	Government and government enterprises	2018	35427.0
33364	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	  Agriculture, forestry, fishing and hunting	2018	10690.0
33365	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	  Mining, quarrying, and oil and gas extraction	2018	432.0
33366	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	  Utilities	2018	
33367	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	  Construction	2018	77574.0
33368	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	  Manufacturing	2018	1829388.0
33369	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	  Wholesale trade	2018	
33370	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	  Retail trade	2018	88814.0
33371	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	  Transportation and warehousing	2018	60114.0
33372	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	  Information	2018	9982.0
33373	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	   Real estate and rental and leasing	2018	201655.0
33374	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	  Professional and business services	2018	108813.0
33375	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	   Management of companies and enterprises	2018	2773.0
33376	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	   Administrative and support and waste management and remediation services	2018	79023.0
33377	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	   Educational services	2018	
33378	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	   Health care and social assistance	2018	
33379	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	   Arts, entertainment, and recreation	2018	1258.0
33380	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	   Accommodation and food services	2018	34982.0
33381	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	  Other services (except government and government enterprises)	2018	38384.0
33382	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	Government and government enterprises	2018	759333.0
33383	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Agriculture, forestry, fishing and hunting	2018	76529.0
33384	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Mining, quarrying, and oil and gas extraction	2018	0.0
33385	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Utilities	2018	1594.0
33386	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Construction	2018	20371.0
33387	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Manufacturing	2018	25819.0
33388	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Wholesale trade	2018	35666.0
33389	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Retail trade	2018	13600.0
33390	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Transportation and warehousing	2018	
33391	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Information	2018	606.0
33392	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	   Real estate and rental and leasing	2018	83682.0
33393	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Professional and business services	2018	11970.0
33394	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	   Management of companies and enterprises	2018	3525.0
33395	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	   Administrative and support and waste management and remediation services	2018	3447.0
33396	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	   Educational services	2018	1699.0
33397	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	   Health care and social assistance	2018	28529.0
33398	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	   Arts, entertainment, and recreation	2018	
33399	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	   Accommodation and food services	2018	
33400	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Other services (except government and government enterprises)	2018	11652.0
33401	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	Government and government enterprises	2018	131822.0
33402	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Agriculture, forestry, fishing and hunting	2018	4178.0
33403	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Mining, quarrying, and oil and gas extraction	2018	13606.0
33404	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Utilities	2018	50591.0
33405	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Construction	2018	1243836.0
33406	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Manufacturing	2018	7944670.0
33407	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Wholesale trade	2018	2937636.0
33408	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Retail trade	2018	1763516.0
33409	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Transportation and warehousing	2018	1256718.0
33410	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Information	2018	913354.0
33411	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	   Real estate and rental and leasing	2018	4076543.0
33412	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Professional and business services	2018	3925758.0
33413	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	   Management of companies and enterprises	2018	816972.0
33414	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	   Administrative and support and waste management and remediation services	2018	1326106.0
33415	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	   Educational services	2018	409593.0
33416	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	   Health care and social assistance	2018	2803295.0
33417	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	   Arts, entertainment, and recreation	2018	161007.0
33418	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	   Accommodation and food services	2018	976079.0
33419	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Other services (except government and government enterprises)	2018	656862.0
33420	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	Government and government enterprises	2018	2884605.0
33421	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Agriculture, forestry, fishing and hunting	2018	34906.0
33422	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Mining, quarrying, and oil and gas extraction	2018	0.0
33423	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Utilities	2018	65099.0
33424	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Construction	2018	45001.0
33425	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Manufacturing	2018	273646.0
33426	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Wholesale trade	2018	30479.0
33427	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Retail trade	2018	114015.0
33428	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Transportation and warehousing	2018	35031.0
33429	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Information	2018	11926.0
33430	37083	FIPS_37083	Halifax County	Northeast	Turning Point	   Real estate and rental and leasing	2018	289921.0
33431	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Professional and business services	2018	78462.0
33432	37083	FIPS_37083	Halifax County	Northeast	Turning Point	   Management of companies and enterprises	2018	36027.0
33433	37083	FIPS_37083	Halifax County	Northeast	Turning Point	   Administrative and support and waste management and remediation services	2018	25674.0
33434	37083	FIPS_37083	Halifax County	Northeast	Turning Point	   Educational services	2018	8019.0
33435	37083	FIPS_37083	Halifax County	Northeast	Turning Point	   Health care and social assistance	2018	98490.0
33436	37083	FIPS_37083	Halifax County	Northeast	Turning Point	   Arts, entertainment, and recreation	2018	3379.0
33437	37083	FIPS_37083	Halifax County	Northeast	Turning Point	   Accommodation and food services	2018	66882.0
33438	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Other services (except government and government enterprises)	2018	40452.0
33439	37083	FIPS_37083	Halifax County	Northeast	Turning Point	Government and government enterprises	2018	294705.0
33440	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Agriculture, forestry, fishing and hunting	2018	
33441	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Mining, quarrying, and oil and gas extraction	2018	11417.0
33442	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Utilities	2018	
33443	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Construction	2018	177815.0
33444	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Manufacturing	2018	199526.0
33445	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Wholesale trade	2018	
33446	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Retail trade	2018	243146.0
33447	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Transportation and warehousing	2018	48559.0
33448	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Information	2018	46663.0
33449	37085	FIPS_37085	Harnett County	North Central	Triangle South	   Real estate and rental and leasing	2018	482088.0
33450	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Professional and business services	2018	179687.0
33451	37085	FIPS_37085	Harnett County	North Central	Triangle South	   Management of companies and enterprises	2018	47227.0
33452	37085	FIPS_37085	Harnett County	North Central	Triangle South	   Administrative and support and waste management and remediation services	2018	63146.0
33453	37085	FIPS_37085	Harnett County	North Central	Triangle South	   Educational services	2018	159659.0
33454	37085	FIPS_37085	Harnett County	North Central	Triangle South	   Health care and social assistance	2018	129231.0
33455	37085	FIPS_37085	Harnett County	North Central	Triangle South	   Arts, entertainment, and recreation	2018	6571.0
33456	37085	FIPS_37085	Harnett County	North Central	Triangle South	   Accommodation and food services	2018	75316.0
33457	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Other services (except government and government enterprises)	2018	87821.0
33458	37085	FIPS_37085	Harnett County	North Central	Triangle South	Government and government enterprises	2018	433228.0
33459	37087	FIPS_37087	Haywood County	Western	Southwestern	  Agriculture, forestry, fishing and hunting	2018	
33460	37087	FIPS_37087	Haywood County	Western	Southwestern	  Mining, quarrying, and oil and gas extraction	2018	148.0
33461	37087	FIPS_37087	Haywood County	Western	Southwestern	  Utilities	2018	42840.0
33462	37087	FIPS_37087	Haywood County	Western	Southwestern	  Construction	2018	74814.0
33463	37087	FIPS_37087	Haywood County	Western	Southwestern	  Manufacturing	2018	457510.0
33464	37087	FIPS_37087	Haywood County	Western	Southwestern	  Wholesale trade	2018	30645.0
33465	37087	FIPS_37087	Haywood County	Western	Southwestern	  Retail trade	2018	173727.0
33466	37087	FIPS_37087	Haywood County	Western	Southwestern	  Transportation and warehousing	2018	
33467	37087	FIPS_37087	Haywood County	Western	Southwestern	  Information	2018	23165.0
33468	37087	FIPS_37087	Haywood County	Western	Southwestern	   Real estate and rental and leasing	2018	348196.0
33469	37087	FIPS_37087	Haywood County	Western	Southwestern	  Professional and business services	2018	132298.0
33470	37087	FIPS_37087	Haywood County	Western	Southwestern	   Management of companies and enterprises	2018	35971.0
33471	37087	FIPS_37087	Haywood County	Western	Southwestern	   Administrative and support and waste management and remediation services	2018	46105.0
33472	37087	FIPS_37087	Haywood County	Western	Southwestern	   Educational services	2018	5327.0
33473	37087	FIPS_37087	Haywood County	Western	Southwestern	   Health care and social assistance	2018	183180.0
33474	37087	FIPS_37087	Haywood County	Western	Southwestern	   Arts, entertainment, and recreation	2018	16851.0
33475	37087	FIPS_37087	Haywood County	Western	Southwestern	   Accommodation and food services	2018	71341.0
33476	37087	FIPS_37087	Haywood County	Western	Southwestern	  Other services (except government and government enterprises)	2018	60428.0
33477	37087	FIPS_37087	Haywood County	Western	Southwestern	Government and government enterprises	2018	205370.0
