GeoArea_FIPS	GeoArea_Key	GeoArea_Name	PZ_Name	WDB_Name	Economic_Measure_Name	Data_Period_Business_Key	GDP
37135	FIPS_37135	Orange County	North Central	Regional Partnership	  Retail trade	2012	294260
37135	FIPS_37135	Orange County	North Central	Regional Partnership	  Transportation and warehousing	2012	23202
37135	FIPS_37135	Orange County	North Central	Regional Partnership	  Information	2012	159980
37135	FIPS_37135	Orange County	North Central	Regional Partnership	   Real estate and rental and leasing	2012	883493
37135	FIPS_37135	Orange County	North Central	Regional Partnership	  Professional and business services	2012	620457
37135	FIPS_37135	Orange County	North Central	Regional Partnership	   Management of companies and enterprises	2012	75397
37135	FIPS_37135	Orange County	North Central	Regional Partnership	   Administrative and support and waste management and remediation services	2012	79066
37135	FIPS_37135	Orange County	North Central	Regional Partnership	   Educational services	2012	90993
37135	FIPS_37135	Orange County	North Central	Regional Partnership	   Health care and social assistance	2012	331405
37135	FIPS_37135	Orange County	North Central	Regional Partnership	   Arts, entertainment, and recreation	2012	77981
37135	FIPS_37135	Orange County	North Central	Regional Partnership	   Accommodation and food services	2012	175697
37135	FIPS_37135	Orange County	North Central	Regional Partnership	  Other services (except government and government enterprises)	2012	146261
37135	FIPS_37135	Orange County	North Central	Regional Partnership	Government and government enterprises	2012	3191159
37137	FIPS_37137	Pamlico County	Southeast	Eastern Carolina	  Agriculture, forestry, fishing and hunting	2012	27848
37137	FIPS_37137	Pamlico County	Southeast	Eastern Carolina	  Mining, quarrying, and oil and gas extraction	2012	0
37137	FIPS_37137	Pamlico County	Southeast	Eastern Carolina	  Utilities	2012	
37137	FIPS_37137	Pamlico County	Southeast	Eastern Carolina	  Construction	2012	10240
37137	FIPS_37137	Pamlico County	Southeast	Eastern Carolina	  Manufacturing	2012	16290
37137	FIPS_37137	Pamlico County	Southeast	Eastern Carolina	  Wholesale trade	2012	
37137	FIPS_37137	Pamlico County	Southeast	Eastern Carolina	  Retail trade	2012	16767
37137	FIPS_37137	Pamlico County	Southeast	Eastern Carolina	  Transportation and warehousing	2012	2438
37137	FIPS_37137	Pamlico County	Southeast	Eastern Carolina	  Information	2012	2196
37137	FIPS_37137	Pamlico County	Southeast	Eastern Carolina	   Real estate and rental and leasing	2012	54606
37137	FIPS_37137	Pamlico County	Southeast	Eastern Carolina	  Professional and business services	2012	13202
37137	FIPS_37137	Pamlico County	Southeast	Eastern Carolina	   Management of companies and enterprises	2012	0
37137	FIPS_37137	Pamlico County	Southeast	Eastern Carolina	   Administrative and support and waste management and remediation services	2012	4114
37137	FIPS_37137	Pamlico County	Southeast	Eastern Carolina	   Educational services	2012	
37137	FIPS_37137	Pamlico County	Southeast	Eastern Carolina	   Health care and social assistance	2012	
37137	FIPS_37137	Pamlico County	Southeast	Eastern Carolina	   Arts, entertainment, and recreation	2012	10176
37137	FIPS_37137	Pamlico County	Southeast	Eastern Carolina	   Accommodation and food services	2012	5776
37137	FIPS_37137	Pamlico County	Southeast	Eastern Carolina	  Other services (except government and government enterprises)	2012	14848
37137	FIPS_37137	Pamlico County	Southeast	Eastern Carolina	Government and government enterprises	2012	52717
37139	FIPS_37139	Pasquotank County	Northeast	Northeastern	  Agriculture, forestry, fishing and hunting	2012	30981
37139	FIPS_37139	Pasquotank County	Northeast	Northeastern	  Mining, quarrying, and oil and gas extraction	2012	0
37139	FIPS_37139	Pasquotank County	Northeast	Northeastern	  Utilities	2012	5695
37139	FIPS_37139	Pasquotank County	Northeast	Northeastern	  Construction	2012	37186
37139	FIPS_37139	Pasquotank County	Northeast	Northeastern	  Manufacturing	2012	107162
37139	FIPS_37139	Pasquotank County	Northeast	Northeastern	  Wholesale trade	2012	
37139	FIPS_37139	Pasquotank County	Northeast	Northeastern	  Retail trade	2012	108539
37139	FIPS_37139	Pasquotank County	Northeast	Northeastern	  Transportation and warehousing	2012	51585
37139	FIPS_37139	Pasquotank County	Northeast	Northeastern	  Information	2012	19400
37139	FIPS_37139	Pasquotank County	Northeast	Northeastern	   Real estate and rental and leasing	2012	179044
37139	FIPS_37139	Pasquotank County	Northeast	Northeastern	  Professional and business services	2012	74346
37139	FIPS_37139	Pasquotank County	Northeast	Northeastern	   Management of companies and enterprises	2012	2013
37139	FIPS_37139	Pasquotank County	Northeast	Northeastern	   Administrative and support and waste management and remediation services	2012	11163
37139	FIPS_37139	Pasquotank County	Northeast	Northeastern	   Educational services	2012	10785
37139	FIPS_37139	Pasquotank County	Northeast	Northeastern	   Health care and social assistance	2012	92169
37139	FIPS_37139	Pasquotank County	Northeast	Northeastern	   Arts, entertainment, and recreation	2012	
37139	FIPS_37139	Pasquotank County	Northeast	Northeastern	   Accommodation and food services	2012	
37139	FIPS_37139	Pasquotank County	Northeast	Northeastern	  Other services (except government and government enterprises)	2012	38281
37139	FIPS_37139	Pasquotank County	Northeast	Northeastern	Government and government enterprises	2012	473137
37141	FIPS_37141	Pender County	Southeast	Cape Fear	  Agriculture, forestry, fishing and hunting	2012	62406
37141	FIPS_37141	Pender County	Southeast	Cape Fear	  Mining, quarrying, and oil and gas extraction	2012	5594
37141	FIPS_37141	Pender County	Southeast	Cape Fear	  Utilities	2012	6509
37141	FIPS_37141	Pender County	Southeast	Cape Fear	  Construction	2012	84668
37141	FIPS_37141	Pender County	Southeast	Cape Fear	  Manufacturing	2012	91299
37141	FIPS_37141	Pender County	Southeast	Cape Fear	  Wholesale trade	2012	57587
37141	FIPS_37141	Pender County	Southeast	Cape Fear	  Retail trade	2012	55181
37141	FIPS_37141	Pender County	Southeast	Cape Fear	  Transportation and warehousing	2012	
37141	FIPS_37141	Pender County	Southeast	Cape Fear	  Information	2012	6637
37141	FIPS_37141	Pender County	Southeast	Cape Fear	   Real estate and rental and leasing	2012	230025
37141	FIPS_37141	Pender County	Southeast	Cape Fear	  Professional and business services	2012	
37141	FIPS_37141	Pender County	Southeast	Cape Fear	   Management of companies and enterprises	2012	
37141	FIPS_37141	Pender County	Southeast	Cape Fear	   Administrative and support and waste management and remediation services	2012	24028
37141	FIPS_37141	Pender County	Southeast	Cape Fear	   Educational services	2012	
37141	FIPS_37141	Pender County	Southeast	Cape Fear	   Health care and social assistance	2012	
37141	FIPS_37141	Pender County	Southeast	Cape Fear	   Arts, entertainment, and recreation	2012	5277
37141	FIPS_37141	Pender County	Southeast	Cape Fear	   Accommodation and food services	2012	27403
37141	FIPS_37141	Pender County	Southeast	Cape Fear	  Other services (except government and government enterprises)	2012	33628
37141	FIPS_37141	Pender County	Southeast	Cape Fear	Government and government enterprises	2012	165700
37143	FIPS_37143	Perquimans County	Northeast	Northeastern	  Agriculture, forestry, fishing and hunting	2012	31753
37143	FIPS_37143	Perquimans County	Northeast	Northeastern	  Mining, quarrying, and oil and gas extraction	2012	0
37143	FIPS_37143	Perquimans County	Northeast	Northeastern	  Utilities	2012	3309
37143	FIPS_37143	Perquimans County	Northeast	Northeastern	  Construction	2012	12166
37143	FIPS_37143	Perquimans County	Northeast	Northeastern	  Manufacturing	2012	3683
37143	FIPS_37143	Perquimans County	Northeast	Northeastern	  Wholesale trade	2012	10580
37143	FIPS_37143	Perquimans County	Northeast	Northeastern	  Retail trade	2012	8041
37143	FIPS_37143	Perquimans County	Northeast	Northeastern	  Transportation and warehousing	2012	
37143	FIPS_37143	Perquimans County	Northeast	Northeastern	  Information	2012	
37143	FIPS_37143	Perquimans County	Northeast	Northeastern	   Real estate and rental and leasing	2012	49142
37143	FIPS_37143	Perquimans County	Northeast	Northeastern	  Professional and business services	2012	7595
37143	FIPS_37143	Perquimans County	Northeast	Northeastern	   Management of companies and enterprises	2012	
37143	FIPS_37143	Perquimans County	Northeast	Northeastern	   Administrative and support and waste management and remediation services	2012	2434
37143	FIPS_37143	Perquimans County	Northeast	Northeastern	   Educational services	2012	
37143	FIPS_37143	Perquimans County	Northeast	Northeastern	   Health care and social assistance	2012	
37143	FIPS_37143	Perquimans County	Northeast	Northeastern	   Arts, entertainment, and recreation	2012	
37143	FIPS_37143	Perquimans County	Northeast	Northeastern	   Accommodation and food services	2012	
37143	FIPS_37143	Perquimans County	Northeast	Northeastern	  Other services (except government and government enterprises)	2012	
37143	FIPS_37143	Perquimans County	Northeast	Northeastern	Government and government enterprises	2012	37333
37145	FIPS_37145	Person County	North Central	Kerr-Tar	  Agriculture, forestry, fishing and hunting	2012	
37145	FIPS_37145	Person County	North Central	Kerr-Tar	  Mining, quarrying, and oil and gas extraction	2012	0
37145	FIPS_37145	Person County	North Central	Kerr-Tar	  Utilities	2012	965030
37145	FIPS_37145	Person County	North Central	Kerr-Tar	  Construction	2012	40157
37145	FIPS_37145	Person County	North Central	Kerr-Tar	  Manufacturing	2012	178692
37145	FIPS_37145	Person County	North Central	Kerr-Tar	  Wholesale trade	2012	39762
37145	FIPS_37145	Person County	North Central	Kerr-Tar	  Retail trade	2012	68045
37145	FIPS_37145	Person County	North Central	Kerr-Tar	  Transportation and warehousing	2012	
37145	FIPS_37145	Person County	North Central	Kerr-Tar	  Information	2012	12942
37145	FIPS_37145	Person County	North Central	Kerr-Tar	   Real estate and rental and leasing	2012	147200
37145	FIPS_37145	Person County	North Central	Kerr-Tar	  Professional and business services	2012	48037
37145	FIPS_37145	Person County	North Central	Kerr-Tar	   Management of companies and enterprises	2012	11101
37145	FIPS_37145	Person County	North Central	Kerr-Tar	   Administrative and support and waste management and remediation services	2012	21239
37145	FIPS_37145	Person County	North Central	Kerr-Tar	   Educational services	2012	2937
37145	FIPS_37145	Person County	North Central	Kerr-Tar	   Health care and social assistance	2012	62583
37145	FIPS_37145	Person County	North Central	Kerr-Tar	   Arts, entertainment, and recreation	2012	4812
37145	FIPS_37145	Person County	North Central	Kerr-Tar	   Accommodation and food services	2012	19797
37145	FIPS_37145	Person County	North Central	Kerr-Tar	  Other services (except government and government enterprises)	2012	29203
37145	FIPS_37145	Person County	North Central	Kerr-Tar	Government and government enterprises	2012	129854
37147	FIPS_37147	Pitt County	Northeast	Region Q	  Agriculture, forestry, fishing and hunting	2012	98392
37147	FIPS_37147	Pitt County	Northeast	Region Q	  Mining, quarrying, and oil and gas extraction	2012	4007
37147	FIPS_37147	Pitt County	Northeast	Region Q	  Utilities	2012	5525
37147	FIPS_37147	Pitt County	Northeast	Region Q	  Construction	2012	151329
37147	FIPS_37147	Pitt County	Northeast	Region Q	  Manufacturing	2012	1684013
37147	FIPS_37147	Pitt County	Northeast	Region Q	  Wholesale trade	2012	197071
37147	FIPS_37147	Pitt County	Northeast	Region Q	  Retail trade	2012	441108
37147	FIPS_37147	Pitt County	Northeast	Region Q	  Transportation and warehousing	2012	50447
37147	FIPS_37147	Pitt County	Northeast	Region Q	  Information	2012	156639
37147	FIPS_37147	Pitt County	Northeast	Region Q	   Real estate and rental and leasing	2012	877742
37147	FIPS_37147	Pitt County	Northeast	Region Q	  Professional and business services	2012	556143
37147	FIPS_37147	Pitt County	Northeast	Region Q	   Management of companies and enterprises	2012	114164
37147	FIPS_37147	Pitt County	Northeast	Region Q	   Administrative and support and waste management and remediation services	2012	265490
37147	FIPS_37147	Pitt County	Northeast	Region Q	   Educational services	2012	33114
37147	FIPS_37147	Pitt County	Northeast	Region Q	   Health care and social assistance	2012	592548
37147	FIPS_37147	Pitt County	Northeast	Region Q	   Arts, entertainment, and recreation	2012	28010
37147	FIPS_37147	Pitt County	Northeast	Region Q	   Accommodation and food services	2012	190525
37147	FIPS_37147	Pitt County	Northeast	Region Q	  Other services (except government and government enterprises)	2012	135927
37147	FIPS_37147	Pitt County	Northeast	Region Q	Government and government enterprises	2012	1860560
37149	FIPS_37149	Polk County	Western	Region C	  Agriculture, forestry, fishing and hunting	2012	8376
37149	FIPS_37149	Polk County	Western	Region C	  Mining, quarrying, and oil and gas extraction	2012	0
37149	FIPS_37149	Polk County	Western	Region C	  Utilities	2012	863
37149	FIPS_37149	Polk County	Western	Region C	  Construction	2012	28115
37149	FIPS_37149	Polk County	Western	Region C	  Manufacturing	2012	22687
37149	FIPS_37149	Polk County	Western	Region C	  Wholesale trade	2012	16145
37149	FIPS_37149	Polk County	Western	Region C	  Retail trade	2012	18451
37149	FIPS_37149	Polk County	Western	Region C	  Transportation and warehousing	2012	
37149	FIPS_37149	Polk County	Western	Region C	  Information	2012	5430
37149	FIPS_37149	Polk County	Western	Region C	   Real estate and rental and leasing	2012	93322
37149	FIPS_37149	Polk County	Western	Region C	  Professional and business services	2012	
37149	FIPS_37149	Polk County	Western	Region C	   Management of companies and enterprises	2012	
37149	FIPS_37149	Polk County	Western	Region C	   Administrative and support and waste management and remediation services	2012	
37149	FIPS_37149	Polk County	Western	Region C	   Educational services	2012	3374
37149	FIPS_37149	Polk County	Western	Region C	   Health care and social assistance	2012	68086
37149	FIPS_37149	Polk County	Western	Region C	   Arts, entertainment, and recreation	2012	5798
37149	FIPS_37149	Polk County	Western	Region C	   Accommodation and food services	2012	11362
37149	FIPS_37149	Polk County	Western	Region C	  Other services (except government and government enterprises)	2012	15745
37149	FIPS_37149	Polk County	Western	Region C	Government and government enterprises	2012	51766
37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	  Agriculture, forestry, fishing and hunting	2012	41820
37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	  Mining, quarrying, and oil and gas extraction	2012	5108
37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	  Utilities	2012	11976
37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	  Construction	2012	178937
37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	  Manufacturing	2012	1355513
37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	  Wholesale trade	2012	186208
37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	  Retail trade	2012	198599
37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	  Transportation and warehousing	2012	73200
37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	  Information	2012	38430
37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	   Real estate and rental and leasing	2012	538316
37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	  Professional and business services	2012	185005
37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	   Management of companies and enterprises	2012	18117
37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	   Administrative and support and waste management and remediation services	2012	108542
37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	   Educational services	2012	13037
37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	   Health care and social assistance	2012	241443
37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	   Arts, entertainment, and recreation	2012	16361
37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	   Accommodation and food services	2012	73374
37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	  Other services (except government and government enterprises)	2012	124158
37151	FIPS_37151	Randolph County	Piedmont-Triad	Regional Partnership	Government and government enterprises	2012	383267
37153	FIPS_37153	Richmond County	South Central	Lumber River	  Agriculture, forestry, fishing and hunting	2012	30424
37153	FIPS_37153	Richmond County	South Central	Lumber River	  Mining, quarrying, and oil and gas extraction	2012	15319
37153	FIPS_37153	Richmond County	South Central	Lumber River	  Utilities	2012	504971
37153	FIPS_37153	Richmond County	South Central	Lumber River	  Construction	2012	35197
37153	FIPS_37153	Richmond County	South Central	Lumber River	  Manufacturing	2012	300412
37153	FIPS_37153	Richmond County	South Central	Lumber River	  Wholesale trade	2012	15829
37153	FIPS_37153	Richmond County	South Central	Lumber River	  Retail trade	2012	93777
37153	FIPS_37153	Richmond County	South Central	Lumber River	  Transportation and warehousing	2012	47365
37153	FIPS_37153	Richmond County	South Central	Lumber River	  Information	2012	26018
37153	FIPS_37153	Richmond County	South Central	Lumber River	   Real estate and rental and leasing	2012	196288
37153	FIPS_37153	Richmond County	South Central	Lumber River	  Professional and business services	2012	85799
37153	FIPS_37153	Richmond County	South Central	Lumber River	   Management of companies and enterprises	2012	35959
37153	FIPS_37153	Richmond County	South Central	Lumber River	   Administrative and support and waste management and remediation services	2012	15613
37153	FIPS_37153	Richmond County	South Central	Lumber River	   Educational services	2012	4551
37153	FIPS_37153	Richmond County	South Central	Lumber River	   Health care and social assistance	2012	109645
37153	FIPS_37153	Richmond County	South Central	Lumber River	   Arts, entertainment, and recreation	2012	2157
37153	FIPS_37153	Richmond County	South Central	Lumber River	   Accommodation and food services	2012	23772
37153	FIPS_37153	Richmond County	South Central	Lumber River	  Other services (except government and government enterprises)	2012	31249
37153	FIPS_37153	Richmond County	South Central	Lumber River	Government and government enterprises	2012	179330
37155	FIPS_37155	Robeson County	South Central		  Agriculture, forestry, fishing and hunting	2012	
37155	FIPS_37155	Robeson County	South Central		  Mining, quarrying, and oil and gas extraction	2012	0
37155	FIPS_37155	Robeson County	South Central		  Utilities	2012	15185
37155	FIPS_37155	Robeson County	South Central		  Construction	2012	138072
37155	FIPS_37155	Robeson County	South Central		  Manufacturing	2012	592838
37155	FIPS_37155	Robeson County	South Central		  Wholesale trade	2012	147954
37155	FIPS_37155	Robeson County	South Central		  Retail trade	2012	211365
37155	FIPS_37155	Robeson County	South Central		  Transportation and warehousing	2012	
37155	FIPS_37155	Robeson County	South Central		  Information	2012	24946
37155	FIPS_37155	Robeson County	South Central		   Real estate and rental and leasing	2012	434456
37155	FIPS_37155	Robeson County	South Central		  Professional and business services	2012	159244
37155	FIPS_37155	Robeson County	South Central		   Management of companies and enterprises	2012	58753
37155	FIPS_37155	Robeson County	South Central		   Administrative and support and waste management and remediation services	2012	58084
37155	FIPS_37155	Robeson County	South Central		   Educational services	2012	10492
37155	FIPS_37155	Robeson County	South Central		   Health care and social assistance	2012	405856
37155	FIPS_37155	Robeson County	South Central		   Arts, entertainment, and recreation	2012	7877
37155	FIPS_37155	Robeson County	South Central		   Accommodation and food services	2012	74438
37155	FIPS_37155	Robeson County	South Central		  Other services (except government and government enterprises)	2012	82199
37155	FIPS_37155	Robeson County	South Central		Government and government enterprises	2012	524317
37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	  Agriculture, forestry, fishing and hunting	2012	25816
37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	  Mining, quarrying, and oil and gas extraction	2012	743
37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	  Utilities	2012	58086
37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	  Construction	2012	83706
37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	  Manufacturing	2012	1679453
37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	  Wholesale trade	2012	124458
37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	  Retail trade	2012	144002
37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	  Transportation and warehousing	2012	43825
37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	  Information	2012	20105
37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	   Real estate and rental and leasing	2012	411425
37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	  Professional and business services	2012	256003
37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	   Management of companies and enterprises	2012	
37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	   Administrative and support and waste management and remediation services	2012	71082
37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	   Educational services	2012	6023
37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	   Health care and social assistance	2012	198452
37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	   Arts, entertainment, and recreation	2012	6316
37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	   Accommodation and food services	2012	55837
37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	  Other services (except government and government enterprises)	2012	69636
37157	FIPS_37157	Rockingham County	Piedmont-Triad	Northwest Piedmont	Government and government enterprises	2012	259725
37159	FIPS_37159	Rowan County	Southwest	Centralina	  Agriculture, forestry, fishing and hunting	2012	22788
37159	FIPS_37159	Rowan County	Southwest	Centralina	  Mining, quarrying, and oil and gas extraction	2012	20946
37159	FIPS_37159	Rowan County	Southwest	Centralina	  Utilities	2012	406745
37159	FIPS_37159	Rowan County	Southwest	Centralina	  Construction	2012	161307
37159	FIPS_37159	Rowan County	Southwest	Centralina	  Manufacturing	2012	835954
37159	FIPS_37159	Rowan County	Southwest	Centralina	  Wholesale trade	2012	243174
37159	FIPS_37159	Rowan County	Southwest	Centralina	  Retail trade	2012	253185
37159	FIPS_37159	Rowan County	Southwest	Centralina	  Transportation and warehousing	2012	216117
37159	FIPS_37159	Rowan County	Southwest	Centralina	  Information	2012	38557
37159	FIPS_37159	Rowan County	Southwest	Centralina	   Real estate and rental and leasing	2012	552239
37159	FIPS_37159	Rowan County	Southwest	Centralina	  Professional and business services	2012	355350
37159	FIPS_37159	Rowan County	Southwest	Centralina	   Management of companies and enterprises	2012	169008
37159	FIPS_37159	Rowan County	Southwest	Centralina	   Administrative and support and waste management and remediation services	2012	89222
37159	FIPS_37159	Rowan County	Southwest	Centralina	   Educational services	2012	57923
37159	FIPS_37159	Rowan County	Southwest	Centralina	   Health care and social assistance	2012	288346
37159	FIPS_37159	Rowan County	Southwest	Centralina	   Arts, entertainment, and recreation	2012	29979
37159	FIPS_37159	Rowan County	Southwest	Centralina	   Accommodation and food services	2012	82913
37159	FIPS_37159	Rowan County	Southwest	Centralina	  Other services (except government and government enterprises)	2012	110432
37159	FIPS_37159	Rowan County	Southwest	Centralina	Government and government enterprises	2012	690225
37161	FIPS_37161	Rutherford County	Western	Region C	  Agriculture, forestry, fishing and hunting	2012	
37161	FIPS_37161	Rutherford County	Western	Region C	  Mining, quarrying, and oil and gas extraction	2012	3674
37161	FIPS_37161	Rutherford County	Western	Region C	  Utilities	2012	
37161	FIPS_37161	Rutherford County	Western	Region C	  Construction	2012	47396
37161	FIPS_37161	Rutherford County	Western	Region C	  Manufacturing	2012	269466
37161	FIPS_37161	Rutherford County	Western	Region C	  Wholesale trade	2012	
37161	FIPS_37161	Rutherford County	Western	Region C	  Retail trade	2012	110444
37161	FIPS_37161	Rutherford County	Western	Region C	  Transportation and warehousing	2012	42328
37161	FIPS_37161	Rutherford County	Western	Region C	  Information	2012	90096
37161	FIPS_37161	Rutherford County	Western	Region C	   Real estate and rental and leasing	2012	283348
37161	FIPS_37161	Rutherford County	Western	Region C	  Professional and business services	2012	120887
37161	FIPS_37161	Rutherford County	Western	Region C	   Management of companies and enterprises	2012	10120
37161	FIPS_37161	Rutherford County	Western	Region C	   Administrative and support and waste management and remediation services	2012	36938
37161	FIPS_37161	Rutherford County	Western	Region C	   Educational services	2012	12388
37161	FIPS_37161	Rutherford County	Western	Region C	   Health care and social assistance	2012	161369
37161	FIPS_37161	Rutherford County	Western	Region C	   Arts, entertainment, and recreation	2012	9796
37161	FIPS_37161	Rutherford County	Western	Region C	   Accommodation and food services	2012	43604
37161	FIPS_37161	Rutherford County	Western	Region C	  Other services (except government and government enterprises)	2012	46977
37161	FIPS_37161	Rutherford County	Western	Region C	Government and government enterprises	2012	201813
37163	FIPS_37163	Sampson County	South Central	Triangle South	  Agriculture, forestry, fishing and hunting	2012	401862
37163	FIPS_37163	Sampson County	South Central	Triangle South	  Mining, quarrying, and oil and gas extraction	2012	0
37163	FIPS_37163	Sampson County	South Central	Triangle South	  Utilities	2012	4122
37163	FIPS_37163	Sampson County	South Central	Triangle South	  Construction	2012	66030
37163	FIPS_37163	Sampson County	South Central	Triangle South	  Manufacturing	2012	413282
37163	FIPS_37163	Sampson County	South Central	Triangle South	  Wholesale trade	2012	106423
37163	FIPS_37163	Sampson County	South Central	Triangle South	  Retail trade	2012	93844
37163	FIPS_37163	Sampson County	South Central	Triangle South	  Transportation and warehousing	2012	
37163	FIPS_37163	Sampson County	South Central	Triangle South	  Information	2012	29922
37163	FIPS_37163	Sampson County	South Central	Triangle South	   Real estate and rental and leasing	2012	231519
37163	FIPS_37163	Sampson County	South Central	Triangle South	  Professional and business services	2012	
37163	FIPS_37163	Sampson County	South Central	Triangle South	   Management of companies and enterprises	2012	
37163	FIPS_37163	Sampson County	South Central	Triangle South	   Administrative and support and waste management and remediation services	2012	43330
37163	FIPS_37163	Sampson County	South Central	Triangle South	   Educational services	2012	5138
37163	FIPS_37163	Sampson County	South Central	Triangle South	   Health care and social assistance	2012	74034
37163	FIPS_37163	Sampson County	South Central	Triangle South	   Arts, entertainment, and recreation	2012	1630
37163	FIPS_37163	Sampson County	South Central	Triangle South	   Accommodation and food services	2012	27745
37163	FIPS_37163	Sampson County	South Central	Triangle South	  Other services (except government and government enterprises)	2012	45554
37163	FIPS_37163	Sampson County	South Central	Triangle South	Government and government enterprises	2012	261806
37165	FIPS_37165	Scotland County	South Central	Lumber River	  Agriculture, forestry, fishing and hunting	2012	
37165	FIPS_37165	Scotland County	South Central	Lumber River	  Mining, quarrying, and oil and gas extraction	2012	0
37165	FIPS_37165	Scotland County	South Central	Lumber River	  Utilities	2012	
37165	FIPS_37165	Scotland County	South Central	Lumber River	  Construction	2012	24868
37165	FIPS_37165	Scotland County	South Central	Lumber River	  Manufacturing	2012	234645
37165	FIPS_37165	Scotland County	South Central	Lumber River	  Wholesale trade	2012	
37165	FIPS_37165	Scotland County	South Central	Lumber River	  Retail trade	2012	71959
37165	FIPS_37165	Scotland County	South Central	Lumber River	  Transportation and warehousing	2012	22494
37165	FIPS_37165	Scotland County	South Central	Lumber River	  Information	2012	16297
37165	FIPS_37165	Scotland County	South Central	Lumber River	   Real estate and rental and leasing	2012	146857
37165	FIPS_37165	Scotland County	South Central	Lumber River	  Professional and business services	2012	46034
37165	FIPS_37165	Scotland County	South Central	Lumber River	   Management of companies and enterprises	2012	4067
37165	FIPS_37165	Scotland County	South Central	Lumber River	   Administrative and support and waste management and remediation services	2012	30152
37165	FIPS_37165	Scotland County	South Central	Lumber River	   Educational services	2012	14334
37165	FIPS_37165	Scotland County	South Central	Lumber River	   Health care and social assistance	2012	124580
37165	FIPS_37165	Scotland County	South Central	Lumber River	   Arts, entertainment, and recreation	2012	5115
37165	FIPS_37165	Scotland County	South Central	Lumber River	   Accommodation and food services	2012	26784
37165	FIPS_37165	Scotland County	South Central	Lumber River	  Other services (except government and government enterprises)	2012	22307
37165	FIPS_37165	Scotland County	South Central	Lumber River	Government and government enterprises	2012	144145
37167	FIPS_37167	Stanly County	Southwest		  Agriculture, forestry, fishing and hunting	2012	24653
37167	FIPS_37167	Stanly County	Southwest		  Mining, quarrying, and oil and gas extraction	2012	1485
37167	FIPS_37167	Stanly County	Southwest		  Utilities	2012	27927
37167	FIPS_37167	Stanly County	Southwest		  Construction	2012	86129
37167	FIPS_37167	Stanly County	Southwest		  Manufacturing	2012	291772
37167	FIPS_37167	Stanly County	Southwest		  Wholesale trade	2012	57188
37167	FIPS_37167	Stanly County	Southwest		  Retail trade	2012	114957
37167	FIPS_37167	Stanly County	Southwest		  Transportation and warehousing	2012	17501
37167	FIPS_37167	Stanly County	Southwest		  Information	2012	27143
37167	FIPS_37167	Stanly County	Southwest		   Real estate and rental and leasing	2012	236282
37167	FIPS_37167	Stanly County	Southwest		  Professional and business services	2012	112296
37167	FIPS_37167	Stanly County	Southwest		   Management of companies and enterprises	2012	53081
37167	FIPS_37167	Stanly County	Southwest		   Administrative and support and waste management and remediation services	2012	30665
37167	FIPS_37167	Stanly County	Southwest		   Educational services	2012	19401
37167	FIPS_37167	Stanly County	Southwest		   Health care and social assistance	2012	144692
